text,tags,locale,convoCreatedAt
"""@WolfpackGunner @zotakufilms @hatebreedingg @jaydon_jaydonw @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing with""","EN,No Action Taken",lb,2018-09-21 15:51:57
"""@zotakufilms @hatebreedingg @jaydon_jaydonw @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing Fish""","EN,No Action Taken,ES",lb,2018-09-21 15:51:47
"""@Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @jaydon_jaydonw @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing Cola""","EN,No Action Taken,ES",lb,2018-09-21 15:51:47
"""@OmkarSankheblog @madmaxhur @RamisBart @Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @jaydon_jaydonw @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing us""","EN,No Action Taken,ES",lb,2018-09-21 15:51:47
"""@AidanHazy @RamisBart @jaydon_jaydonw @madmaxhur @tanayseven @OmkarSankheblog @Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing c""","EN,No Action Taken,ES",lb,2018-09-21 15:51:47
"""@RamisBart @AidanHazy @jaydon_jaydonw @madmaxhur @tanayseven @OmkarSankheblog @Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing don t""","EN,No Action Taken,ES",lb,2018-09-21 15:51:47
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing beer""","EN,No Action Taken",lb,2018-09-21 15:51:24
"""@budweiserusa @Twitter @thetexturedtom @ProductHunt @BurgerKing except""","EN,No Action Taken",lb,2018-09-21 15:51:24
"""Hi @Firefox 👋! We need this:
https://t.co/KwXtc0GEee

😚""",EN,en,2018-09-21 15:50:31
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing grass""","EN,No Action Taken",lb,2018-09-21 15:50:29
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing Can you please help me get my suspended account back? I posted a video from the ts tour 32 seconds long and I got suspended""","EN,Video,No Action Taken",en,2018-09-21 15:50:22
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing water""","EN,No Action Taken",lb,2018-09-21 15:50:18
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing other""","EN,No Action Taken",lb,2018-09-21 15:50:11
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing Potatos""","ES,No Action Taken",lb,2018-09-21 15:50:11
"""@Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing cats""","EN,No Action Taken",lb,2018-09-21 15:50:05
"""@RamisBart @AidanHazy @madmaxhur @tanayseven @RubenDragao1893 @OmkarSankheblog @Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing move""","EN,No Action Taken",lb,2018-09-21 15:50:05
"""@RubenDragao1893 @RamisBart @AidanHazy @madmaxhur @tanayseven @OmkarSankheblog @Irven_f @CameronQuinn92 @ahmedXabdeen @OrangeShamus @zotakufilms @hatebreedingg @Twitter @thetexturedtom @ProductHunt @firefox @BurgerKing Know""","EN,No Action Taken",lb,2018-09-21 15:50:05
"""@firefox @Twitter @BurgerKing yeah im worried. this is some ""end of world"" type shit going on""",EN,en,2018-09-21 15:49:35
"""@RamisBart @thetexturedtom @ProductHunt @firefox @Twitter @BurgerKing i understand""","EN,No Action Taken",lb,2018-09-21 15:49:08
"""@RamisBart @thetexturedtom @ProductHunt @firefox @Twitter @BurgerKing you wrote yeet wrong""","EN,No Action Taken",lb,2018-09-21 15:48:58
"""@thetexturedtom @ProductHunt @firefox @Twitter @BurgerKing I’m John Wayne, pilgrims! Welcome to the first thanksgiving, pilgrims!""","EN,No Action Taken",en,2018-09-21 15:48:48
"""@ProductHunt @firefox @Twitter @BurgerKing McDonald's""","EN,No Action Taken",lb,2018-09-21 15:48:35
"""@kyIian_mbappe @ProductHunt @firefox @Twitter @BurgerKing Duck""","EN,No Action Taken",lb,2018-09-21 15:47:56
"""@ProductHunt @firefox @Twitter @BurgerKing Google.....""","EN,No Action Taken",lb,2018-09-21 15:45:18
"""@ProductHunt @firefox @Twitter @BurgerKing watermelons""","EN,No Action Taken",lb,2018-09-21 15:45:15
"""@ProductHunt @firefox @Twitter @BurgerKing people""","EN,No Action Taken",lb,2018-09-21 15:45:07
"""@firefox @Twitter @BurgerKing what the dick is happening""",EN,en,2018-09-21 15:44:48
"""@firefox @Twitter @BurgerKing Firefox on fire""",EN,lb,2018-09-21 15:44:20
"""@firefox @Twitter @BurgerKing on""",,lb,2018-09-21 15:43:55
"""@firefox @Twitter @BurgerKing for the worst""",EN,lb,2018-09-21 15:43:21
"""@Twitter @BurgerKing thrives""",EN,lb,2018-09-21 15:43:21
"""@botteur @firefox_FR @vivaldi_fr Aucune idée. Rien à signaler ici, avec Firefox 62.0. 😕""",FR,fr,2018-09-21 15:42:17
"""@LunaKytah @finblade_ Mozilla Firefoxu https://t.co/MwiT5J3mpF""",EN,hr,2018-09-21 15:41:51
"""@NLEnergie Werkt jullie site niet met de Firefox webbrowser?
Na het inloggen kom ik op een witte pagina terecht die verder niet meer veranderd (URL is https://t.co/9thTr8Tyjt)
Heb dit de afgelopen drie dagen helaas een aantal keren tevergeefs opnieuw geprobeerd.""",NL,nl,2018-09-21 15:40:44
"""@microsoft__now give Thema Miri with @firefox from @mozilla free #aaron""",EN,en,2018-09-21 15:40:14
"""@firefox_es Saludos. He notado en estos días que la versión web está funcionando con lentitud.""",ES,es,2018-09-21 15:39:22
"""@lefticus @googlechrome @firefox I encourage u to do that!""",EN,en,2018-09-21 15:26:32
"""I’ve been impressed with @firefox recently but did not like the “big” UI elements. Today, I have the new @googlechrome which has “big” UI elements. 

Going to switch defaults for a while and see where @firefox takes me!""","EN,Fan Luv",en,2018-09-21 15:13:04
"""@GeekzoneFR Une idée de pourquoi sous @firefox_FR aucunes images du site ne s'affiche alors que j'ai aucuns soucis avec @vivaldi_fr ? https://t.co/QkbK3yLyfn""",FR,fr,2018-09-21 15:10:20
"""@GeekzoneFR @firefox_FR @vivaldi_fr En fait, ça me le fait aussi avec d'autres sites, voir même certains auxquels je n'ai plus du tout accès, genre @TopAchat ! Serait-ce possible que ce soit lié au SOCKS5 et Firefox ?""",FR,fr,2018-09-21 15:10:20
"""@vivaldi_fr @GeekzoneFR @firefox_FR uBlock Origins, sur les deux navigateurs ...""",FR,fr,2018-09-21 15:10:20
"""@iamvikramkumar @mozilla @firefox Oddly, Twitter somehow seems to work better in the Firefox Side View vs. their standard website.""",EN,en,2018-09-21 15:04:23
"""@raymondcamden @firefox Thankfully, some other folks at Mozilla are already “experimenting with a popup blocker to dismiss them automatically,” https://t.co/DH8dpKtr56, so this could become a Firefox feature relatively soon.""",EN,en,2018-09-21 15:03:05
"""@firefox Doesn't support several streaming services that I use - that would save me CPU power.. so it serves me no purpose. I tried though!""",EN,en,2018-09-21 14:58:06
"""@lefticus @googlechrome @firefox I really love the new Firefox containers. That feature alone justifies moving to it, imo.""","EN,Fan Luv",en,2018-09-21 14:43:28
"""Time for Best Tech Stories! The new autonomous delivery van of @Renault, the 1st hydrogen train in Germany, @Firefox presents its web browser designed for #VR, #AngryBirds arrives in the #MixedReality and @oculus conference broadcast in #VR! https://t.co/8bEtil6MjJ https://t.co/FS0B8cpeQd""",EN,en,2018-09-21 14:42:54
"""Uninstalled @firefox Rocket but if you improve the download manager in the future, I will happily return!""",EN,en,2018-09-21 14:41:40
"""@firefox probaply because you sensor twice as many people just like twitter Google you tube and not forgetting Facebook and of course youe EX CEO #boycottfirefox""","EN,Fan Luv",en,2018-09-21 14:37:30
"""@michaelhoffman @Google @firefox @Skype no switch to wire""",EN,en,2018-09-21 14:24:22
"""@firefox for Windows 10 is crazy fast. Having 10+ tabs going at all times, neither @googlechrome or @MicrosoftEdge are able to keep pace with it""",EN,en,2018-09-21 14:18:44
"""Wow - @firefox - I really expected more from you. You *know* this is not good UX. I'm literally trying to get support and you block me with this bull crap. You really don't know better? Sorry to rant but as I said - I expect more from you. https://t.co/CaeTk8wD3x""",EN,en,2018-09-21 14:13:52
"""@simevidas @firefox the irony... it burns...""",EN,en,2018-09-21 14:13:52
"""why I prefer @firefox : https://t.co/SgSFPSjYPt()""",EN,en,2018-09-21 13:59:19
"""Tracking of users from advertisers can seem scary even for us software engineers sometimes. I shop on @amazon with a @firefox container tab that I don't use for anything else; on my desktop. https://t.co/L1lHwPB7ZO""","EN,Pending",en,2018-09-21 13:57:09
"""@firefox Firefox is onboard with Google in thier censorship efforts on anyone and anything they claim to be conservative or right wing, not to mention the censoring of truth news media sites that dont affiliate with one political party, dont be fooled Firefox and Crome are like cousins.""","EN,Fan Luv",en,2018-09-21 13:55:28
"""@firefox  Specification of #FireFox ""bookmark"" changed? ""description"" field disappeared...? ブックマークの仕様が最近変わったのか、description の項目がなくなったぽい？ (´・ω・`)""","Help Me,Bookmarks",ja,2018-09-21 13:32:11
"""@firefox  Specification of #FireFox ""bookmark"" changed? ""description"" field disappeared...?
.""","EN,Help Me,Bookmarks",en,2018-09-21 13:31:35
"""@firefox_DE Liebe das Firefox Team 👍🏻❤""","DE,EN",de,2018-09-21 13:08:04
"""@jw_lockhart @zotero @firefox done and done""",EN,en,2018-09-21 13:07:33
"""@firefox hello, pls help me fix this. Using Ubuntu, videos on Twitter and FB not playing. But YouTube video is playing.""","EN,Help Me,Video",en,2018-09-21 13:06:20
"""@Csoumya21 Hi, there are different solutions, but I think this one will better answer your problem  https://t.co/Pjfica545w -CV""","EN,Help Me,Video",en,2018-09-21 13:06:20
"""@firefox Too much to read through. Will sending screenshots help?""","EN,Help Me,Video",en,2018-09-21 13:06:20
"""@Csoumya21 Hello Soumya, can we try a refresh? The Refresh Firefox feature can fix many issues by restoring Firefox to default: https://t.co/5y2g6lLbyp  -Mkll https://t.co/xpQ5mpN2e3""","EN,Help Me,Video",en,2018-09-21 13:06:20
"""@RubinReport If you don't like the lasagna, @bing, @firefox, et al!""","EN,Fan Luv",en,2018-09-21 13:05:06
"""@IgorPora @TomBreza @lefticus @googlechrome @firefox Duck Duck Go""",EN,en,2018-09-21 13:04:49
"""@TomBreza @lefticus @googlechrome @firefox @phil_nash What do you use instead of Google search?""",EN,en,2018-09-21 13:00:44
"""@phil_nash @TomBreza @lefticus @googlechrome @firefox My problem with using something else, except for quality of results, is that Google pays royalties to browser when I use it. That's the main revenue source for my browser (#opera ). Don't want them to go bankrupt. 😕""",EN,en,2018-09-21 13:00:44
"""@lefticus @googlechrome @firefox I took example from @phil_nash and ditched Facebook, Google search (mostly) and moved to Firefox to decrease how much big corpo spy on me. Great feeling :)""","EN,Help Me",en,2018-09-21 12:56:43
"""@lefticus @googlechrome @firefox May I know why switching?""",EN,en,2018-09-21 12:54:29
"""@lefticus @googlechrome @firefox Okay, thanks for sharing.""",EN,en,2018-09-21 12:54:29
"""Chrome'a, Firefox güncellemesi gelmiş.""",TR,tr,2018-09-21 12:54:15
"""E essa interface nova do @googlechrome que parece mais com a do @firefox ? 😵 #sddsAppleSafari (nao ta facil viver de windows again).""",PT-BR,pt,2018-09-21 12:53:01
"""@lefticus @googlechrome @firefox - Open `chrome://flags/` in Chrome.
- Search for `top-chrome-md` flag.
- Choose `Normal` value in the drop-down.""",EN,en,2018-09-21 12:51:57
"""the latest @googlechrome looks different enough that I might just take this opportunity to switch to @firefox .""",EN,en,2018-09-21 12:51:03
"""@bjorn_fahller @googlechrome @firefox That is definitely better.""",EN,en,2018-09-21 12:51:03
"""@IgorPora @TomBreza @googlechrome @firefox @phil_nash @DuckDuckGo almost exclusively for quite some time now""",EN,en,2018-09-21 12:51:03
"""@minaessamkamal @googlechrome @firefox I've been considering it for a while, and the new change to chrome made the tabs far too big for as many tabs as I currently had open.""",EN,en,2018-09-21 12:51:03
"""@IgorPora @phil_nash @TomBreza @googlechrome @firefox I don't really notice a difference in quality of results. Over the past few years I've watch google's results for programming things degrade so badly compared to what it used to be.

Since people will ask: specifically google ""auto corrects"" things far too often.""",EN,en,2018-09-21 12:51:03
"""ytCropper WAT DOET DIE CHEERLEADER IN DE STUDIO Mattie &amp; Marieke Mozilla Firefox 21 9 2018 1: https://t.co/HSnbKu6SXh via @YouTube""",NL,nl,2018-09-21 12:48:35
"""Wat een geweldige tip voor alle computer-klunzen, inclusieve mezelf! Werkt ook in Mozilla Firefox!""",NL,nl,2018-09-21 12:36:09
"""essa nova atualização do @googlechrome ficou a cara do @firefox""",PT-BR,pt,2018-09-21 12:24:00
"""this a joke or""",EN,en,2018-09-21 12:16:26
"""@firefox this a joke or""",EN,en,2018-09-21 12:16:04
"""Also no more Google Chrome i use @firefox now and love it!""","EN,Fan Luv",en,2018-09-21 12:15:39
"""Bye bye @googlechrome, c'est un peu trop la connexion à mon compte dans le navigateur. (Re)Bonjour @firefox et bonjour @Qwant_FR aussi !""",FR,fr,2018-09-21 12:11:37
"""@DanielvHarmelen Lijkt meer op firefox""",NL,nl,2018-09-21 12:09:33
"""@firefox Last time I DLd FF, I found the visuals to be a ghastly lurid combination of pills and purples. Not being a 6YO girl, I couldn't stomach it, esp since I've been happy with Chrome for quite a while. Is FF still that way?""",EN,en,2018-09-21 11:47:53
"""@firefox Last time I downloaded FF, I found the visuals to be a ghastly lurid combination of pinks and purples. Not being a 6-year-old girl, I couldn't stomach it, especially since I've been happy with Chrome for quite a while. Is FF still that way?""",EN,en,2018-09-21 11:47:53
"""@reinout_vz Firefox op mac lukt meestal wel. Chrome niet.""",NL,nl,2018-09-21 11:45:03
"""Safari de bir problem var heralde, chrome firefox explorer hepsini denedim problem yok safari hariç""",TR,tr,2018-09-21 11:43:54
"""Firefox fired their CEO &amp;  Developer because he gave personal money to a conservative or a conservative cause...""",EN,en,2018-09-21 11:31:37
"""@maiis @firefox Try Google Meet! Works in Firefox! #fxhelp""","EN,AoA",en,2018-09-21 11:26:45
"""@thammarith https://t.co/RvCVBlRvXm please report it #fxhelp""","EN,AoA",en,2018-09-21 11:25:47
"""@borkarabhijeet @firefox Indeed. 

The new look of @googlechrome with the rectangular tab shapes is not too bad, though. 

But why can they both not implement font smoothing within the browser?""","EN,No Action Taken",en,2018-09-21 10:44:22
"""Okay @firefox has taken browser customizability to a whole new level!""",EN,en,2018-09-21 10:41:22
"""#Firefox the only one!""",EN,en,2018-09-21 10:37:09
"""@Benstriesenou1 Op mijn PC is Chrome veel sneller dan Firefox. Heb je op Firefox ook zo'n soort sneltoets? Misschien werkt CTRL_SHIFT+T daar ook wel gewoon.""",NL,nl,2018-09-21 10:12:45
"""@wavesandnumbers Ik gebruik liever Firefox, vind ik fijner werken""",NL,nl,2018-09-21 10:11:22
"""@wavesandnumbers uitgeprobeerd, het klopt het werkt ook op Firefox, het kan sneller zijn maar ik vind Firefox fijner, dus dan maar wat langzamer #alletijd 😄""",NL,nl,2018-09-21 10:11:22
"""#Hmmm .... the left has had a free pass on treasonous behaviour ....
since Yonge St. was prairie ...

I stopped using Google sometime ago ... I @DuckDuckGo with @firefox &amp; @NordVPN ....

caveat emptor ....""",EN,en,2018-09-21 10:05:12
"""Pinned @twitter PWA from @firefox. Look at that circle! It's so frustrating. https://t.co/x77uPv0xMq""",EN,en,2018-09-21 9:52:09
"""finální verze NVDA 2018.3.1, opravena chyba kdy 32-bitový firefox vždy hned po spuštění vytuhl...
#bug
#nvda
#32-bit_firefox
https://t.co/HHa1qGcwCh""","CZ,Accessibility",cs,2018-09-21 9:49:46
"""@maiis @firefox 🤔🙈🤦‍♂️""",,pt,2018-09-21 9:41:54
"""Jeff Muizelaar  - Bug 1492880. Re-generate FFI header - https://t.co/5Yfe6WleWh... https://t.co/Z0F9OclGPV""",NL,fy,2018-09-21 9:40:16
"""Jeff Muizelaar  - Bug 1492880. Update webrender to commit a601f9c291cee83257241ef61aaf62353c613438 - https://t.co/5Yfe6WleWh... https://t.co/xNIk9w5HWL""","NL,Help Me",fy,2018-09-21 9:40:15
"""Jan de Mooij  - Ignore document.domain in ShouldWaiveXray. r=bholley - https://t.co/EeIjVGQDRc... https://t.co/kfUO2O1A9L""",NL,en,2018-09-21 9:40:10
"""Unpopular opinion: I haven’t used Chrome for 2 weeks now (except for one hangout work meeting… chrome only 😕). Safari as my daily driver, @firefox for web development, perfect duo 🦁🚀🔥 #webdev #privacy""",EN,en,2018-09-21 9:38:30
"""@firefox Trying to backup my computer and redo it. Is there a way to export/save/print all of my stored login credentials? I've been trying to figure this out for 3 hours without success.""",EN,en,2018-09-21 9:29:56
"""@beethedesigner @firefox It's a popular choice for that very reason. Thanks for your reply! 😊 ^G""",EN,en,2018-09-21 8:55:35
"""So @googlechrome has updated its design to look as identical as @firefox very confused which browser we are on now.. Old design was much better.""",EN,en,2018-09-21 8:48:39
"""@firefox I got ""the media could not be played"" everytime i click video/gif on twitter. please help...""","EN,Help Me,Video",en,2018-09-21 8:44:16
"""@svnserendipity Hi, I share with you the following link https://t.co/Pjfica545w which will help you to solve your problem  -CV""","EN,Help Me,Video",en,2018-09-21 8:44:16
"""@WooCommerce @firefox because my privacy and security are kinda important. 🤔""",EN,en,2018-09-21 8:42:43
"""Cc @firefox""",,en,2018-09-21 8:41:26
"""I wish “display: contents” was better supported. Could be such a useful property but it’s so unusable right now. Come on @googlechrome @webkit and @MicrosoftEdge @MSEdgeDev . Please follow @firefox ’s lead!    @css @w3c @caniuse #css https://t.co/srln2wcXJX""","EN,No Action Taken",en,2018-09-21 8:33:08
"""@firefox Hi. When using a YouTube keyword, or pasting in a search URL,, the search query does not appear in YouTube itself. This DOES work in Chrome and Opera. Is this something you can fix? YouTube is a big deal. https://t.co/83wFnbEXIF""","EN,Help Me",en,2018-09-21 8:26:24
"""Foei @Figlo ! Dat Advisor ineens niet meer werkt na een iOS update omdat jullie (als enige?) nog Silverlight gebruiken is tot daar aan toe, maar die versie van Firefox uit het jaar kruik maakt het werken bijna onmogelijk. Deze maand zeker geen licentiekosten voor ons?""","NL,Firefox iOS",nl,2018-09-21 8:25:50
"""@firefox apuesta por la #realidadvirtual con su nuevo navegador pensado exclusivamente para el uso de la #vr https://t.co/edwZ9kfaSi""",ES,es,2018-09-21 7:43:20
"""@hellosct1 @utcompiegne @FirefoxFocus @picasoft @mozilla_fr @firefox @mozilla Si tu as l'occasion de commenter pendant ton atelier l'article de @framasoft, j'en serai ravi : 
https://t.co/asAUK5PDRv""",FR,fr,2018-09-21 7:34:04
"""Conf #picasoft à l'@utcompiegne « Garder le contrôle sur sa navigation web » par @hellosct1 ce vendredi midi, suivie d'un atelier sur « La contribution dans les projets open source ». On y parlera @firefox (@mozilla_fr) et contributions aux projets libres (@framasoft)""",FR,fr,2018-09-21 7:31:25
"""#NouvellesTeKnologies : @firefox passe à la #VR avec #FirefoxReality

https://t.co/bNp8Xnie9N https://t.co/knIW1yXizA""",FR,fr,2018-09-21 7:16:28
"""En direction de @utcompiegne pour 1 talk @FirefoxFocus #privacy #vieprivee et 1 table ronde #contribuer @picasoft // @mozilla_fr @firefox @mozilla""",FR,fr,2018-09-21 7:15:42
"""@StphCrozat @utcompiegne @FirefoxFocus @picasoft @mozilla_fr @firefox @mozilla @framasoft Je regarde""",FR,fr,2018-09-21 7:15:42
"""@StphCrozat @utcompiegne @FirefoxFocus @picasoft @mozilla_fr @firefox @mozilla @framasoft Nickel je l'ajoute dans la table ronde. Merci @framasoft""",FR,fr,2018-09-21 7:15:42
"""@Google @googlechrome intrudes my privacy by logging me in directly to the browser even when I login my gmail account. The browser tracks me unnecesaary . @firefox @Microsoft @GoI_MeitY @PMOIndia @Swamy39""",EN,en,2018-09-21 7:14:38
"""@firefox hey guys good news, your latest mobile browser update has rendered it unusable.""","EN,Help Me",en,2018-09-21 6:59:27
"""@DeclanRurenga Hi, can you give us more information like the OS version of your mobile phone? the Firefox version? possibly a screenshot of the rendering you get Thank's -CV""","EN,Help Me",en,2018-09-21 6:59:27
"""The revamped @googlechrome browser looks and feels pretty neat, on both mobile and desktop. Page loading has become lightening fast. @firefox you have competition. #Chrome #ChromeUpdate #Firefox""",EN,en,2018-09-21 6:36:58
"""wesh c'est quoi cette nouvelle version de @googlechrome ?? c'est une cata je passe par @firefox_FR""",FR,fr,2018-09-21 6:01:58
"""Dear @firefox why not combine persona plus code inside Firefox color so we can use the old persona plus themes we have or keep it as a ongoing legacy plug-in, I don't like the current concept. I feel you should allow persona plus themes to use their background image.""","EN,Fan Luv",en,2018-09-21 6:00:33
"""@raphkoster @firefox Was having that same issue! Could not figure it out. Ended up just switching back to Chrome because I had been meaning to at some point anyways.""",EN,en,2018-09-21 6:00:01
"""@firefox Sorry but you are wrong... Firefox has never hogged so much memory and CPU. Switching to Chrome if it doesnt change quickly...""","EN,RAM",en,2018-09-21 5:34:53
"""@ChrisF79 @machuga @mozilla Why not use the same extension? :D Let's see if the dev replies :D https://t.co/xUZgiZkG6u #fxhelp""","EN,AoA",en,2018-09-21 5:00:43
"""@StandingLeaf @firefox This article might help https://t.co/MOg2E0wLny #fxhelp""","EN,AoA,Help Me",en,2018-09-21 4:58:14
"""Using @firefox screenshot of utility...""",EN,en,2018-09-21 4:47:54
"""@Joltzdude139 @EverydaY_Aussie Do you have any issues with Firefox? #fxhelp""","EN,AoA",en,2018-09-21 4:39:44
"""@kittyhacker101 @interfior @GoodBoyMachine hi! what issues are you having with Firefox? #fxhelp""","EN,AoA",en,2018-09-21 4:38:58
"""@CupidName @godaddyauctions @GoDaddy @GoDaddyCanada @bing @Google @Yahoo @firefox @Sedo @Flippa Bitcoin domain for sale, 
https://t.co/ovOBJWtLB1. 
Just $18000. 

Sold at https://t.co/jKsNq7MfYs, or https://t.co/1ys4eC8iFZ.   
Monaco bought ""https://t.co/fvpHWecdIV"" for $12 million and has enabled it. 
Sorry for disturbing you""",EN,en,2018-09-21 4:38:19
"""@Muted79 hi! what issues? #fxhelp""","EN,AoA",en,2018-09-21 4:36:56
"""@firefox hi, i cannot see the address bar when i'm typing the web address. please fix. https://t.co/tWFWktmrLv""",EN,en,2018-09-21 4:21:01
"""@firefox why do loading emojis basically bring your browser to a standstill for 20-40 seconds?!""",EN,en,2018-09-21 4:06:16
"""Not enjoying the direction @firefox is heading with some irritating changes. First it was the default bookmark location. Now it's the stupid page screenshot when adding a bookmark.
At least give us some goddamn customization without having to result to add-ons.""","EN,Bookmarks",en,2018-09-21 3:48:45
"""Noooo! @googlechrome updated my macbook without my permission. It looks like @firefox, which isn't so bad, but not so good when you want #oldchrome. https://t.co/q4QG4gfT7W""","EN,Fan Luv",en,2018-09-21 3:41:00
"""@ram_gurumukhi @mozTechSpeakers @MozillaIN @firefox @FirefoxNightly @FirefoxDevTools @mozillareps @mozilla @MozDevNet All of them. Save one each for me 🙏🏻😂🕺🏻""","EN,WebDev,No Action Taken",en,2018-09-21 3:34:08
"""@TwitterSupport @firefox 

WT*  Twitter is the problem?

FF 62.0

@campuscodi @BleepinComputer https://t.co/5fNDFIhLBl""",EN,en,2018-09-21 3:27:21
"""@firefox's content blocking feature is completely worth its salt, as the Romans would say. Watching that shield animation tell you that trackers (and thus a lot of ads) have been successfully foiled — it's immensely gratifying.""",EN,en,2018-09-21 3:16:36
"""@firefox Which of the SEVENTY-SIX Common Vulnerabilities and Exposure in 2018 for remote code execution in Edge is the one that makes us safer? https://t.co/xmpImVOG2H""",EN,en,2018-09-21 3:12:27
"""Delen op Twitter - Beste Twitter-extensie voor Chrome, Firefox en Opera https://t.co/LGdroCDnTW""",NL,nl,2018-09-21 2:57:18
"""@firefox So for the same youtube video FIREFOX USES OVER 1 GIG RAM
same video CHROME  153 meg
10% of your GARBAGE browser""","EN,Help Me,Video",en,2018-09-21 2:31:12
"""Tech News Daily is out! https://t.co/o9jyNnVB18 Stories via @gmstoner @firefox #minerals #vitamins""",EN,en,2018-09-21 2:17:41
"""What is the difference between @FirefoxFocus and @firefox incognito?""",EN,en,2018-09-21 2:09:36
"""@firefox and lots of ads......""",EN,en,2018-09-21 2:06:30
"""Man @firefox You guys got a lot better since 2009""",EN,en,2018-09-21 2:02:08
"""Hey @googlechrome I'm gnna use @firefox for a while okay?

Call me when you get sober.""",EN,en,2018-09-21 1:55:09
"""@firefox Your GARBAGE browser eats 1.2 gig of ram you watch a youtube video. 
funny how it starts out at 350...... and just leaks it till it crashes
absoulute GARBAGE""","EN,Help Me,Video",en,2018-09-21 1:54:33
"""RFC - @ubuntu @canonical @Twitter - Using Firefox @firefox @mozilla keeps freezing crashing Ubuntu 18.04.1 whilst using #Twitter in #Firefox, have to hard reboot, very annoying - please fix... via @omgubuntu @itsfoss2 @meNabster https://t.co/mPs4BdaptJ""",EN,en,2018-09-21 1:40:11
"""@clintoncrick Switch to @firefox!""",EN,en,2018-09-21 1:19:41
"""@firefox So apparently this happened: https://t.co/7iGySZ7PY5

It's sad to see that even companies that push for privacy are pulling an @ubuntu level of data collection bullshit. Lesson learned: Nobody on the internet can be trusted, not even open-source projects.""",EN,en,2018-09-21 0:44:33
"""Bye, bye @googlechrome. Hello, @firefox Developer Edition. 🔥""",,en,2018-09-20 23:49:21
"""@googlechrome: Update me!

Me: OK. 🙄

*Relaunch browser to update*

*#UI is strikingly... flat*

Me: O ... K 😏

*Your move @firefox*""","EN,No Action Taken",en,2018-09-20 23:39:28
"""@jessangelo @firefox Sorry to hear! We are heads down on improving mapping in the past versions. 

Could you help us debug? Which Firefox channel are you on and what are your build tools &amp; versions?""","EN,Help Me",en,2018-09-20 23:32:38
"""@jessangelo @firefox Could you give it a try in Firefox Dev Edition if it still persists?""","EN,Help Me",en,2018-09-20 23:32:38
"""I think there's a bug with @googledrive uploader when being used with @firefox; it keeps on uploading the same file countless times. Switched to Chrome and it worked fine""",EN,en,2018-09-20 23:31:56
"""@googledrive @firefox I said it wrongly. I mean, the uploader in the web when being used in Firefox""",EN,en,2018-09-20 23:31:56
"""@firefox Hi.  I just added your new private access extension, but trying PBS from  Canada still says 'not in your region'.  Am I misunderstanding what  this add-on will provide?  I quit &amp; restarted, but that didn't help.""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox The extension is Private Internet Access 1.1.0    I can try the other one, but this sounds like it should be a VPN.""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox I will try that.  I chose this one because it came up on google specifically as a firefox extension.""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox Follow-up for you.  They said:  'Have you tried using our desktop application while trying these streaming services to see if this will allow you to connect?'  I replied that I'm using a laptop, &amp; they said:""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox Follow-up for you:
They said:
Have you tried using our desktop application while trying these streaming services to see if this will allow you to connect?
I replied that I'm using a laptop, and they said:""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox The desktop application differs from the browser extension. The app uses  the OpenVPN protocol whereas the extension uses TLSv1.2 to encrypt  communication between your browser &amp; Private Internet Access. It does  not encrypt any other traffic other than traffic through Firefox.""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
"""@caitmuenster @firefox When I asked if that would still be free they said free to download but then I'd have to subscribe.  So, I don't fully understand  the technology but now you know..""","EN,Help Me,VPN,Fan Luv,Add-ons",en,2018-09-20 23:30:11
