text,tags,locale,convoCreatedAt
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a class=""tweet-url username"" href=""https://twitter.com/sunset_wx"" data-screen-name=""sunset_wx"" target=""_blank"" rel=""nofollow"">@sunset_wx</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> Last nights sunset (01 /05)
2 /2 <a href=""https://t.co/IfZJPru4Pn"" target=""_blank"" rel=""nofollow"">https://t.co/IfZJPru4Pn</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a class=""tweet-url username"" href=""https://twitter.com/sunset_wx"" data-screen-name=""sunset_wx"" target=""_blank"" rel=""nofollow"">@sunset_wx</a> Last nights sunset (01/05)
1/2 <a href=""https://t.co/C7IdGKAFij"" target=""_blank"" rel=""nofollow"">https://t.co/C7IdGKAFij</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a class=""tweet-url username"" href=""https://twitter.com/sunset_wx"" data-screen-name=""sunset_wx"" target=""_blank"" rel=""nofollow"">@sunset_wx</a> <a href=""https://t.co/SU35RyNPeC"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/990159920266870784?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/990159920266870784?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a class=""tweet-url username"" href=""https://twitter.com/sunset_wx"" data-screen-name=""sunset_wx"" target=""_blank"" rel=""nofollow"">@sunset_wx</a> <a href=""https://t.co/5YuuELFxq4"" target=""_blank"" title=""https://twitter.com/annie7362/status/990012306091397120?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/annie7362/stat</span><span style='position:absolute;left:-9999px;'>us/990012306091397120?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> <a class=""tweet-url username"" href=""https://twitter.com/CloudAppSoc"" data-screen-name=""CloudAppSoc"" target=""_blank"" rel=""nofollow"">@CloudAppSoc</a> <a class=""tweet-url username"" href=""https://twitter.com/RMetS"" data-screen-name=""RMetS"" target=""_blank"" rel=""nofollow"">@RMetS</a> <a class=""tweet-url username"" href=""https://twitter.com/Netweather"" data-screen-name=""Netweather"" target=""_blank"" rel=""nofollow"">@Netweather</a> <a class=""tweet-url username"" href=""https://twitter.com/metoffice"" data-screen-name=""metoffice"" target=""_blank"" rel=""nofollow"">@metoffice</a> <a class=""tweet-url username"" href=""https://twitter.com/sunset_wx"" data-screen-name=""sunset_wx"" target=""_blank"" rel=""nofollow"">@sunset_wx</a> <a href=""https://t.co/bpOvXQpFO6"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/990153456353767424?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/990153456353767424?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> Last nights sunset &amp; moon
25/04/2018 <a href=""https://t.co/OYqpWt6V5h"" target=""_blank"" rel=""nofollow"">https://t.co/OYqpWt6V5h</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Happy Easter and April Fools Day. Hope you have a great day.

From Lily and I 🐾 🐾 <a href=""https://t.co/MtddBmvCqb"" target=""_blank"" rel=""nofollow"">https://t.co/MtddBmvCqb</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://t.co/O8H8hWglgD"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/978169359402242049?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/978169359402242049?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://t.co/r1slKckylO"" target=""_blank"" title=""https://twitter.com/Netweather/status/973675523179188225?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/Netweather/sta</span><span style='position:absolute;left:-9999px;'>tus/973675523179188225?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a href=""https://twitter.com/#!/search?q=%23RIPStephenHawking"" title=""#RIPStephenHawking"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#RIPStephenHawking</a>

<a href=""https://t.co/rW8STUFtHW"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/973835420088795137?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/973835420088795137?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Today a family lost a member, a friend was lost to many &amp; a this morning as Physicist Stephen Hawking passed away.

You'll be missed my so many &amp; we're / are a national treasure. Thank you.

R.I.P. <a href=""https://twitter.com/#!/search?q=%23StephenHawking"" title=""#StephenHawking"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#StephenHawking</a>

<a href=""https://t.co/TONHVpB0m9"" target=""_blank"" title=""http://www.bbc.co.uk/news/uk-43396008"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>http://www.</span><span class='js-display-url'>bbc.co.uk/news/uk-433960</span><span style='position:absolute;left:-9999px;'>08</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/beagle_lily"" data-screen-name=""beagle_lily"" target=""_blank"" rel=""nofollow"">@beagle_lily</a> Some beautiful flowers while out waking Lily. <a href=""https://t.co/x7AnLuhFiB"" target=""_blank"" rel=""nofollow"">https://t.co/x7AnLuhFiB</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""Sometimes lifes hard
It's then when you get a bit of a wake up call you realise what you really have
Who's really around for you
Who's going to catch you or like you as you are
Their patience&amp;support, kindness and friendship is there, when your not at your best&amp;when your thriving <a href=""https://t.co/gzUu4dDgJd"" target=""_blank"" rel=""nofollow"">https://t.co/gzUu4dDgJd</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> Time is a great healer, of which I speak from experience.

Memories are not forgotten but placed in a special location to only open when the time is right.

<a href=""https://twitter.com/#!/search?q=%23SundayThoughts"" title=""#SundayThoughts"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#SundayThoughts</a> <a href=""https://t.co/yZ1vbHwEDc"" target=""_blank"" rel=""nofollow"">https://t.co/yZ1vbHwEDc</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> <a href=""https://t.co/71FczPHrlg"" target=""_blank"" title=""https://twitter.com/CindyAnneMunro/status/970017579598262275?s=19"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>twitter.com/CindyAnneMunro</span><span style='position:absolute;left:-9999px;'>/status/970017579598262275?s=19</span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span>…</span></a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> Marvelous moon, few clouds and twinkling stars... <a href=""https://t.co/070pYA23ap"" target=""_blank"" rel=""nofollow"">https://t.co/070pYA23ap</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> Earlier snow flurries....

<a href=""https://twitter.com/#!/search?q=%23BeastFromTheEast"" title=""#BeastFromTheEast"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#BeastFromTheEast</a> <a href=""https://twitter.com/#!/search?q=%23uksnow"" title=""#uksnow"" class=""tweet-url hashtag"" target=""_blank"" rel=""nofollow"">#uksnow</a> <a href=""https://t.co/HNCHZB1w7L"" target=""_blank"" rel=""nofollow"">https://t.co/HNCHZB1w7L</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
"""<a class=""tweet-url username"" href=""https://twitter.com/CumbriaWeather"" data-screen-name=""CumbriaWeather"" target=""_blank"" rel=""nofollow"">@CumbriaWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/SWStormChasers"" data-screen-name=""SWStormChasers"" target=""_blank"" rel=""nofollow"">@SWStormChasers</a> <a class=""tweet-url username"" href=""https://twitter.com/LondonSnowWatch"" data-screen-name=""LondonSnowWatch"" target=""_blank"" rel=""nofollow"">@LondonSnowWatch</a> <a class=""tweet-url username"" href=""https://twitter.com/MeteoGib"" data-screen-name=""MeteoGib"" target=""_blank"" rel=""nofollow"">@MeteoGib</a> <a class=""tweet-url username"" href=""https://twitter.com/JoClarke7"" data-screen-name=""JoClarke7"" target=""_blank"" rel=""nofollow"">@JoClarke7</a> <a class=""tweet-url username"" href=""https://twitter.com/Team4Nature300"" data-screen-name=""Team4Nature300"" target=""_blank"" rel=""nofollow"">@Team4Nature300</a> <a class=""tweet-url username"" href=""https://twitter.com/a_real_cloud"" data-screen-name=""a_real_cloud"" target=""_blank"" rel=""nofollow"">@a_real_cloud</a> <a class=""tweet-url username"" href=""https://twitter.com/ChadWeather"" data-screen-name=""ChadWeather"" target=""_blank"" rel=""nofollow"">@ChadWeather</a> <a class=""tweet-url username"" href=""https://twitter.com/UKSnowUpdates"" data-screen-name=""UKSnowUpdates"" target=""_blank"" rel=""nofollow"">@UKSnowUpdates</a> Sun and clouds
(video)

Full length: <a href=""https://t.co/wX0KVO3A9z"" target=""_blank"" title=""https://youtu.be/l8cJnZsN3DE"" rel=""nofollow""><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span><span style='position:absolute;left:-9999px;'>https://</span><span class='js-display-url'>youtu.be/l8cJnZsN3DE</span><span style='position:absolute;left:-9999px;'></span><span class='tco-ellipsis'><span style='position:absolute;left:-9999px;'>&nbsp;</span></span></a> <a href=""https://t.co/nCMKOhABu6"" target=""_blank"" rel=""nofollow"">https://t.co/nCMKOhABu6</a>""","EN,Fan Luv",en,2018-09-22 7:32:48
